predictor,outcome,r2
OC_4C,SF-36_7,0.0027052262
HCU_26_AnsVal,SF-36_35,0.0027051021
GH_73-78_6,SF-36_17,0.0027039626
GH_20-A_2,HC_38_6,0.0027039334
DIET_21,HC_38_5,0.002703695
MEDS_7,SF-36_16,0.0027034469
GH_29-33_1,SF-36_23,0.0027032606
GH_44-48_2,HC_38_1,0.0027030987
HCU_F_21_AnsVal,SF-36_17,0.0027029647
CTXD_44-46_1_AnsVal,HC_38_11,0.0027026553
RH_5A_5,SF-36_11,0.0027025138
MEDS_9,SF-36_19,0.0027011976
HCU_12_AnsVal,SF-36_29,0.0027006458
AUDIT-C_11-14_C_AnsVal,SF-36_7,0.0027006208
GH_1-7_2,HC_37_1,0.0026995924
BPI_E-G_1_AnsText,HC_37_8,0.0026989806
DEM_RACE_9_6_AnsVal,SF-36_3,0.0026988498
GH_44-48_4,HC_38_15,0.0026983617
GH_8-B_2,HC_38_7,0.0026972397
RH_M_9G_L_6_AnsVal,HC_38_6,0.0026972353
RH_M_9G_L_6_AnsVal,HC_38_14,0.0026972353
MEDS_1A_AnsVal,SF-36_3,0.0026956874
MJM_5C,HC_38_4,0.0026940632
OC_4A_AnsVal,HC_38_5,0.0026926804
AUDIT-C_10B,SF-36_36,0.002691877
FSI_1-4_1_AnsVal,HC_38_1,0.0026910335
GH_49-C_4,HC_38_1,0.0026910335
MJM_2D_3-5_1_AnsVal,HC_37_2,0.0026869935
FSI_1-4_4_AnsVal,HC_38_1,0.00268685
FSI_1-4_2_AnsVal,HC_38_1,0.0026847492
HCU_3_2,SF-36_25,0.0026846744
Sleep_1,HC_38_8,0.0026838422
BF_55-58_2_AnsVal,HC_37_4,0.0026827402
MW_4A,SF-36_29,0.00268231
HCU_6_AnsVal,SF-36_4,0.0026819274
HCU_M_16,HC_38_9,0.0026800229
OC_4A_AnsVal,HC_37_7,0.0026795841
OC_4C,SF-36_24,0.0026793147
HCU_13_2,SF-36_14,0.0026792754
HCU_F_20_AnsVal,HC_37_7,0.0026792083
RH_M_9G_L_4_AnsVal,HC_38_12,0.0026782735
CTXD_24-28_2_AnsVal,HC_38_10,0.002677845
RH_3A,HC_38_12,0.0026777963
CTXD_34-38_1_AnsVal,SF-36_9,0.0026764519
MJM_1D_1,HC_38_6,0.0026763862
CTXD_29-33_3_AnsVal,HC_38_10,0.0026748834
GH_25-28_2,HC_37_1,0.0026742894
FSI_1-4_3_AnsVal,HC_38_1,0.0026719151
HCU_14_AnsVal,HC_37_5,0.002670205
GH_F_59,HC_37_2,0.0026678067
GH_73-78_3,SF-36_19,0.0026676035
MJM_5E_3-6_2_AnsVal,HC_37_5,0.0026674064
GH_19-A_2,HC_38_2,0.0026667193
KW_39-42_2_AnsVal,HC_37_3,0.0026665307
MJM_1D_3-5_1_AnsVal,HC_37_7,0.002666419
GH_44-48_6,HC_38_16,0.0026659397
DEM_INSP_6_AnsVal,HC_37_4,0.0026659239
BPI_A-D_3_AnsText,HC_38_2,0.0026651963
MW_15-18_4_AnsVal,HC_38_2,0.0026649268
FSI_1-4_3_AnsVal,SF-36_35,0.0026641951
MJM_1A,HC_38_2,0.0026641439
GAD7_5C,HC_38_5,0.0026637197
MJM_3B,HC_38_14,0.0026635244
GH_36-D_5,SF-36_29,0.0026630268
HCU_15_AnsVal,HC_37_3,0.0026629701
AUDIT-C_9B,SF-36_17,0.0026618137
GH_35-B_3,HC_38_4,0.0026611398
HCU_3_3,HC_37_9,0.0026610564
GH_79-82_4,HC_38_5,0.0026603621
HCU_30_AnsVal,SF-36_19,0.0026594643
KW_56-57_2_AnsVal,HC_37_9,0.0026591937
GH1_5-18_4,HC_38_1,0.0026589914
BF_55-58_3_AnsVal,HC_38_3,0.0026583065
PHQ_2E-H_1_AnsVal,HC_38_3,0.0026575215
HCU_3_4_AnsVal,SF-36_30,0.0026572039
HCU_29_AnsVal,HC_38_16,0.0026562609
DEM_EDU_1,HC_38_8,0.0026561162
ISQ_2-7_6_AnsVal,HC_38_10,0.002655694
GH_9-14_4,HC_38_9,0.0026556382
ISQ_8-11_1_AnsVal,HC_37_3,0.0026554448
FSI_9-11_1_AnsText,HC_38_10,0.0026551447
GH_8-B_3,HC_37_6,0.002653295
DEM_INS_5_AnsVal,HC_37_5,0.0026529527
GH_36-D_5,HC_38_9,0.0026527842
HCU_1_AnsVal,SF-36_12,0.0026524551
SF-36_8,SF-36_24,0.0026503637
GH_83-86_4,SF-36_14,0.002650269
SUN_16,HC_37_5,0.0026500683
GAD7_5B,HC_38_8,0.0026499287
MEDS_2B_AnsVal,SF-36_11,0.0026498559
ISQ_8-11_3_AnsVal,HC_38_3,0.0026492274
GH_9-14_7,HC_38_3,0.0026478188
PHQ_2E-H_2_AnsVal,HC_37_8,0.0026459447
BF_55-58_1_AnsVal,SF-36_6,0.0026455917
GH_49-C_1,SF-36_29,0.0026448642
GH_49-C_5,SF-36_29,0.0026448642
BF_55-58_2_AnsVal,HC_38_10,0.0026436354
MJM_1D_1,HC_38_9,0.002643433
MJM_3B,HC_37_1,0.0026429137
GH_72-A_2,SF-36_14,0.0026428776
RH_5A_3,HC_38_3,0.002641826
AUDIT-C_10B,SF-36_28,0.0026414759
HCU_30_AnsVal,SF-36_13,0.0026403961
GH_87-89_3,SF-36_15,0.0026396996
GH_69-71_1,HC_38_11,0.002639629
GH_29-33_4,HC_37_9,0.0026390313
LTEQ_3_AnsVal,HC_37_5,0.0026389936
GH_25-28_3,HC_37_2,0.0026389717
GH_F_50-56_7,HC_38_5,0.0026374121
SUN_17,SF-36_30,0.0026368944
GH_29-33_6,SF-36_26,0.0026361883
GH_F_50-56_1,SF-36_30,0.0026360889
HCU_28A-E_E_AnsVal,HC_37_6,0.0026356855
SP_60,SF-36_23,0.0026356468
GH_79-82_3,HC_37_3,0.0026355238
HCU_15_AnsVal,SF-36_31,0.0026336274
AUDIT-C_15,SF-36_3,0.00263238
SF-36_8,HC_38_8,0.0026323395
HCU_3_3,SF-36_31,0.0026322843
MJM_3C_3-5_1_AnsVal,HC_38_4,0.0026321414
GH_29-33_3,SF-36_17,0.0026309053
GH_36-D_2,SF-36_23,0.0026300472
FSI_1-4_4_AnsVal,SF-36_35,0.0026299218
GH_9-14_4,SF-36_14,0.0026298669
GH_19-A_1,SF-36_7,0.0026284926
GH_19-A_3,SF-36_7,0.0026284926
HCU_11_3_AnsVal,HC_38_3,0.002628236
FSI_1-4_1_AnsVal,SF-36_35,0.0026281263
DEM_INSP_6_AnsVal,SF-36_23,0.0026279085
GH_1-7_4,HC_38_10,0.0026269633
HCU_13_1,SF-36_10,0.0026267175
KW_56-57_1_AnsVal,HC_38_3,0.0026264847
MJM_5A_6_AnsVal,SF-36_9,0.002624957
MEDS_3B_AnsVal,SF-36_30,0.0026248192
FSI_1-4_2_AnsVal,SF-36_35,0.002623871
OC_4C,SF-36_3,0.002622315
GH_42A-43_3,SF-36_6,0.0026221814
GH_65-68_2,SF-36_24,0.0026219555
SF-36_8,HC_38_7,0.0026214838
CTXD_34-38_3_AnsVal,SF-36_6,0.0026213139
GH_25-28_3,SF-36_30,0.0026208926
FSI_12,HC_37_9,0.0026208778
GH_35-B_1,HC_37_4,0.0026207757
GH_35-B_4,HC_37_4,0.0026207757
FSI_9-11_3_AnsText,HC_38_10,0.0026206067
GH_36-D_2,SF-36_27,0.0026205199
GH_F_58,HC_37_5,0.0026195571
MEDS_2A_AnsVal,HC_38_10,0.002619352
GH_69-71_2,HC_38_14,0.0026191472
HCU_28A-E_D_AnsVal,HC_38_3,0.0026188578
GH_F_50-56_6,SF-36_35,0.0026186728
HCU_28A-E_D_AnsVal,HC_38_13,0.002618243
BPI_A-D_3_AnsText,HC_37_9,0.0026174228
SF-36_20,HC_38_12,0.0026174072
GAD7_5D,HC_37_7,0.0026157127
MJM_1A,SF-36_18,0.0026150473
GH_83-86_4,SF-36_34,0.0026143224
GH_87-89_1,HC_37_6,0.0026139178
NPX_2-5_4_AnsVal,HC_38_11,0.002613819
FSI_9-11_2_AnsText,HC_38_12,0.0026132226
MEDS_1,SF-36_16,0.0026131638
SP_60,SF-36_25,0.0026124268
RH_M_9G_L_1_AnsVal,HC_38_8,0.0026123302
AUDIT-C_15,SF-36_18,0.0026114174
MJM_1A,HC_37_2,0.0026097667
AUDIT-C_9B,HC_38_9,0.0026083671
ISQ_2-7_2_AnsVal,HC_37_8,0.0026072653
GH_49-C_4,HC_37_1,0.002607264
SUN_17,HC_37_2,0.0026072591
SUN_16,HC_38_10,0.0026068712
GH_65-68_2,HC_37_6,0.0026062433
GH_72-A_2,SF-36_5,0.0026056374
CTXD_50-54_5_AnsVal,HC_38_5,0.0026056009
MW_4C,HC_38_3,0.00260419
ISQ_12-15_4_AnsVal,HC_38_8,0.0026041668
BMI_1_AnsText,HC_38_11,0.0026041644
KW_43-46_1_AnsVal,HC_38_2,0.0026035679
DIET_18-20_3,SF-36_18,0.002603428
RH_3A,SF-36_13,0.0026029292
GH_83-86_1,SF-36_18,0.0026011625
MJM_5A_4,HC_37_5,0.0026008168
HCU_28A-E_C_AnsVal,HC_38_15,0.0026001191
GH_37-41_1,HC_38_7,0.002599555
MJM_5A_4,HC_37_2,0.0025991707
SUN_17,SF-36_31,0.0025990936
MJM_5E_3-6_1_AnsVal,HC_38_7,0.0025989824
GH_29-33_4,SF-36_16,0.00259843
HCU_1_AnsVal,HC_37_3,0.002596807
GAD7_5G,HC_38_10,0.0025955808
GH_1-7_2,HC_38_8,0.0025943772
OC_4B,HC_37_4,0.0025939923
GH_F_50-56_1,SF-36_6,0.0025937818
GH_65-68_1,SF-36_24,0.002593476
GH_29-33_6,HC_37_2,0.0025925757
MEDS_4,SF-36_30,0.0025924718
GH_73-78_3,HC_38_8,0.0025924599
HCU_13_1,SF-36_34,0.002592041
GH_36-D_2,HC_37_6,0.0025915136
RH_5A_2,HC_38_5,0.0025914741
CTXD_29-33_1_AnsVal,HC_38_11,0.0025901176
CTXD_34-38_1_AnsVal,HC_37_1,0.0025901042
MJM_5E_3-6_2_AnsVal,HC_38_1,0.0025884451
MJM_4A_4_AnsVal,HC_38_2,0.0025879917
MJM_4A_4_AnsVal,HC_38_14,0.0025879917
MJM_4A_4_AnsVal,SF-36_24,0.0025879917
GH_F_58A_AnsVal,HC_37_2,0.0025870516
MJM_5D,HC_37_1,0.0025868333
DEM_ETHN_8,SF-36_18,0.0025857112
RH_5A_5,HC_38_6,0.0025849718
MJM_5E_3-6_1_AnsVal,HC_37_7,0.0025842716
GH_49-C_1,HC_37_7,0.0025841752
GH_49-C_5,HC_37_7,0.0025841752
PHQ_2A-D_4_AnsVal,HC_37_6,0.0025832395
HCU_28A-E_B_AnsVal,HC_38_11,0.0025812319
HCU_28A-E_D_AnsVal,SF-36_26,0.0025804962
GH_73-78_1,SF-36_34,0.0025802765
MJM_5E_1,HC_37_8,0.0025788337
NPX_2-5_2_AnsVal,HC_38_13,0.0025786003
GH_83-86_2,SF-36_26,0.0025783758
CTXD_50-54_3_AnsVal,HC_37_7,0.0025782158
MJM_2D_3-5_2_AnsVal,HC_37_5,0.0025767366
GH_9-14_1,HC_38_5,0.0025762466
MEDS_2_AnsVal,SF-36_28,0.0025760396
DIET_18-20_1,HC_38_14,0.0025759088
FSI_1-4_4_AnsText,HC_37_7,0.0025755124
DIET_18-20_3,SF-36_29,0.0025753945
FSI_5-8_2_AnsText,HC_38_2,0.0025751675
DEM_EDU_1,SF-36_31,0.0025751339
LTEQ_4,HC_38_1,0.0025744234
KW_47-51_3_AnsVal,HC_37_7,0.0025732831
GH_21-24_5,HC_38_13,0.0025731366
HCU_F_22_AnsVal,SF-36_15,0.0025729495
HCU_5_AnsVal,HC_37_3,0.0025714974
GH_29-33_3,SF-36_29,0.0025708453
KW_52-55_2_AnsVal,HC_38_8,0.0025708017
HCU_13_3,SF-36_6,0.0025706463
MJM_2D_1,HC_37_2,0.0025694172
CTXD_29-33_5_AnsVal,HC_38_13,0.0025690245
GH_1-7_5,HC_38_8,0.0025684334
GH_65-68_2,HC_38_7,0.00256706
MEDS_2B_AnsVal,HC_37_3,0.0025666499
RH_4,HC_37_5,0.0025655626
HCU_13_1,HC_38_6,0.0025653171
GH_1-7_4,HC_38_13,0.0025619939
HCU_11_1_AnsVal,HC_37_3,0.0025619427
DEM_RACE_9_6_AnsVal,SF-36_29,0.0025608292
GH_37-41_3,HC_37_9,0.0025599411
RH_5,HC_38_5,0.0025594121
HCU_F_20_AnsVal,HC_38_6,0.0025588495
GH_F_50-56_4,SF-36_11,0.0025583338
HCU_3_2,SF-36_14,0.0025567368
MJM_1D_1,HC_37_2,0.0025552535
GAD7_5E,HC_38_1,0.0025540969
RH_5A_5,SF-36_14,0.0025539727
OC_4B,SF-36_19,0.0025536295
DIET_23,HC_38_7,0.0025534527
HCU_11_5,SF-36_17,0.0025530651
MEDS_2B_AnsVal,SF-36_4,0.0025519795
MJM_5A_3,HC_38_9,0.0025510643
GH_9-14_4,SF-36_15,0.0025502908
MW_4,HC_38_1,0.0025500689
MW_7-10_4_AnsVal,HC_38_12,0.0025493872
GH_29-33_1,HC_38_2,0.0025491122
FSI_1-4_1_AnsText,HC_38_2,0.0025489654
GH_20-A_3,HC_38_6,0.0025465213
GH_20-A_1,HC_38_6,0.0025465213
SF-36_21,HC_38_2,0.0025460118
MJM_3C_3-5_1_AnsVal,HC_38_5,0.0025457318
HCU_3_2,SF-36_3,0.0025441945
MJM_2D_3-5_3_AnsVal,HC_37_7,0.0025439665
HCU_9_AnsVal,SF-36_36,0.0025439098
GH_83-86_3,SF-36_29,0.0025437765
NPX_1,SF-36_24,0.002543745
GH_1-7_2,HC_38_11,0.0025429238
AUDIT-C_11-14_D_AnsVal,SF-36_17,0.002542606
MW_19-23_1_AnsVal,HC_37_8,0.0025416638
BPI_E-G_3_AnsText,HC_38_12,0.002541506
DIET_21,SF-36_10,0.0025411901
DIET_27_32_1_AnsVal,HC_37_6,0.0025402723
GH_M_60-64_4,HC_38_6,0.0025394522
GH_M_60-64_4,HC_38_3,0.0025394522
HCU_M_17_AnsVal,SF-36_17,0.0025394343
GH_9-14_1,HC_37_7,0.0025391919
GH_37-41_4,HC_38_3,0.0025390919
HC_38_17_AnsVal,SF-36_28,0.0025385041
DIET_18-20_2,SF-36_6,0.0025384274
SF-36_32,HC_37_8,0.0025372401
GH_29-33_1,SF-36_10,0.0025367262
CTXD_44-46_2_AnsVal,HC_37_8,0.0025357877
GH_72-A_1,SF-36_24,0.0025354223
GH_72-A_3,SF-36_24,0.0025354223
MJM_2D_3-5_1_AnsVal,HC_38_6,0.0025349541
GH_M_60-64_2,SF-36_7,0.0025346229
HCU_F_19,HC_38_13,0.0025330922
GH_9-14_5,HC_38_3,0.0025297403
DEM_INC_3,HC_38_7,0.0025265106
HCU_13_1,SF-36_29,0.0025255037
RH_5A_3,HC_37_2,0.002525436
AUDIT-C_11-14_B_AnsVal,HC_37_8,0.0025236978
GH_73-78_5,SF-36_31,0.0025233695
DIET_26,HC_38_10,0.0025227082
MJM_5,HC_38_1,0.0025224333
KW_39-42_4_AnsVal,SF-36_9,0.0025214499
SP_60B,HC_38_11,0.0025187321
GH_36-D_4,SF-36_17,0.0025184581
GH_49-C_2,SF-36_3,0.0025182393
MJM_5A_3,SF-36_19,0.0025177285
DEM_RACE_9_3,HC_38_11,0.0025174459
DIET_27_32_4_AnsVal,SF-36_6,0.0025163532
MEDS_3B_AnsVal,SF-36_5,0.0025162243
GH_20-A_2,SF-36_27,0.0025157496
CTXD_44-46_1_AnsVal,HC_38_1,0.0025152634
HCU_F_19,SF-36_17,0.0025151201
GH_79-82_2,SF-36_19,0.0025146059
BPI_1,HC_38_10,0.0025145431
GAD7_5B,HC_38_9,0.0025130632
CTXD_29-33_2_AnsVal,HC_37_6,0.0025129562
MW_59,HC_38_3,0.0025126765
MJM_1D_1,SF-36_24,0.0025106495
GH_20-A_1,HC_37_1,0.0025061749
GH_20-A_3,HC_37_1,0.0025061749
HCU_12_AnsVal,SF-36_4,0.0025053
RH_4,SF-36_24,0.0025049281
NPX_1,HC_37_2,0.0025046684
RH_5A_5,HC_37_1,0.0025025564
GH_9-14_2,HC_38_7,0.002502223
GH_83-86_1,SF-36_9,0.0025021151
DEM_EMPL_4_AnsVal,HC_38_3,0.0025016352
MEDS_1,HC_37_9,0.002500972
LTEQ_3_AnsVal,HC_38_12,0.0025005109
GH_73-78_3,SF-36_15,0.0024990331
MJM_5A_6_AnsVal,SF-36_19,0.0024972815
AUDIT-C_11-14_A_AnsVal,HC_38_11,0.0024963146
OC_4B,SF-36_16,0.0024960341
GH_29-33_3,HC_37_5,0.0024957623
GH_36-D_4,HC_38_13,0.0024957623
OC_4B,SF-36_6,0.002495413
ISQ_12-15_4_AnsVal,SF-36_35,0.0024952292
GH_21-24_4,HC_37_6,0.0024948877
HCU_31_AnsVal,SF-36_29,0.0024936815
GH_34-A_1,SF-36_34,0.0024934102
GH_34-A_3,SF-36_34,0.0024934102
RH_F_9A_F_6_AnsVal,HC_38_2,0.0024930287
MJM_5E_2,HC_38_1,0.0024923522
GH_29-33_3,SF-36_30,0.0024914347
HCU_11_3_AnsVal,HC_38_2,0.0024912089
GH_36-D_3,HC_37_6,0.0024886938
GH_72-A_1,HC_37_9,0.0024877556
GH_72-A_3,HC_37_9,0.0024877556
GH_29-33_4,SF-36_23,0.002485829
DIET_23,HC_37_3,0.0024856246
GH_25-28_3,SF-36_19,0.0024849616
GH_37-41_2,SF-36_12,0.0024846786
GH_F_50-56_2,HC_38_10,0.0024832549
RH_M_9G_L_4_AnsVal,SF-36_12,0.0024824621
GH_1-7_6,HC_38_2,0.0024820874
MW_7-10_1_AnsVal,HC_38_13,0.0024818849
GH_29-33_3,SF-36_15,0.0024812264
MJM_2C,HC_37_2,0.0024797497
MJM_2D_2,HC_38_13,0.0024794039
HCU_3_2,HC_38_16,0.0024792269
HCU_13_4,HC_37_4,0.002478555
KW_39-42_4_AnsVal,SF-36_5,0.0024783755
GH_87-89_4,HC_37_7,0.0024776021
GH_21-24_3,HC_38_13,0.0024769538
HCU_5_AnsVal,SF-36_19,0.0024767761
MJM_2D_1,HC_38_4,0.0024767
GH_35-B_3,SF-36_25,0.0024755423
GH_65-68_3,SF-36_24,0.0024751364
RH_M_9G_L_1_AnsVal,HC_38_11,0.0024750854
RH_M_9G_L_3_AnsVal,HC_37_3,0.0024737668
SF-36_21,HC_38_9,0.0024733789
MJM_3A,HC_38_8,0.0024732618
FSI_12,HC_38_6,0.0024717477
GH_37-41_1,HC_38_5,0.0024711893
MEDS_2B_AnsVal,HC_37_7,0.0024711037
HCU_12_AnsVal,HC_37_8,0.0024709131
KW_56-57_1_AnsVal,SF-36_15,0.002470274
MEDS_1,SF-36_5,0.0024697442
HCU_11_6,SF-36_17,0.0024696028
DIET_18-20_2,SF-36_26,0.0024694768
GH_90,HC_38_1,0.0024692158
GH_69-71_3,HC_37_9,0.00246921
GH_65-68_5,HC_37_1,0.002469129
MJM_3C_1,HC_38_4,0.0024667494
GH_42A-43_2,SF-36_28,0.0024662823
GH_36-D_5,SF-36_9,0.0024659586
GH_87-89_2,SF-36_3,0.0024655828
RH_3A,HC_38_10,0.0024651934
KW_52-55_1_AnsVal,HC_38_10,0.0024641843
GH_25-28_3,SF-36_34,0.0024641147
KW_52-55_4_AnsVal,HC_38_4,0.0024615784
HCU_11_4_AnsVal,SF-36_18,0.0024615175
AUDIT-C_10A,SF-36_24,0.0024613418
MEDS_3,SF-36_28,0.0024602191
PHQ_2E-H_4_AnsVal,HC_37_8,0.0024596838
HCU_25_AnsVal,HC_37_8,0.0024588956
HCU_6_AnsVal,SF-36_23,0.0024569659
SUN_16,SF-36_26,0.0024564296
GH_73-78_7,HC_38_10,0.0024551601
BPI_E-G_1_AnsText,HC_37_9,0.0024550725
BF_55-58_2_AnsVal,HC_37_9,0.0024547187
FSI_12,HC_38_9,0.0024542535
MJM_5C,HC_37_4,0.0024535536
MJM_5A_2,HC_38_7,0.0024529779
HCU_F_23_AnsVal,HC_38_14,0.0024527634
LTEQ_3_AnsVal,HC_38_15,0.0024510152
GH_1-7_8,HC_38_3,0.0024499712
MJM_1C,SF-36_24,0.0024498583
GH_F_50-56_6,SF-36_16,0.0024497986
OC_4B,HC_38_11,0.002449678
GH_35-B_2,SF-36_7,0.0024494913
GH_36-D_1,HC_38_6,0.0024494755
GH_36-D_6,HC_38_6,0.0024494755
GH_87-89_4,SF-36_28,0.002446896
NPX_2-5_2_AnsVal,HC_38_7,0.0024465069
AUDIT-C_10,HC_37_6,0.002444816
MEDS_3,SF-36_3,0.002444175
GH_87-89_3,HC_37_9,0.0024441693
KW_47-51_3_AnsVal,SF-36_7,0.0024431182
DEM_RACE_9_2,HC_38_1,0.0024419507
MW_4B,SF-36_6,0.0024415585
GH_72-A_1,HC_38_15,0.002441459
GH_72-A_3,HC_38_15,0.002441459
MEDS_3A_AnsVal,HC_38_5,0.002441155
HCU_11_6,SF-36_30,0.0024408645
GH_M_60-64_4,SF-36_25,0.0024398226
AUDIT-C_10B,HC_37_7,0.002439231
MW_19-23_2_AnsVal,HC_37_8,0.0024374891
OC_4C,HC_38_7,0.0024350856
MW_11-14_3_AnsVal,HC_37_6,0.0024344453
SF-36_32,HC_38_10,0.0024343911
HCU_25_AnsVal,HC_37_9,0.0024341152
DEM_EMPL_4_AnsVal,SF-36_36,0.0024338012
GH_29-33_3,SF-36_24,0.0024337181
HCU_10_AnsVal,HC_37_8,0.0024333099
GH_9-14_7,HC_37_3,0.002432865
SP_60,HC_38_5,0.002431343
MEDS_1A_AnsVal,HC_38_12,0.0024310162
HCU_F_19,HC_38_15,0.0024308513
GH1_5-18_5,HC_38_5,0.0024308201
BMI_1_AnsText,SF-36_7,0.0024304425
DEM_RACE_9_2,SF-36_25,0.0024303786
SF-36_32,HC_37_7,0.0024291688
GH_F_50-56_3,SF-36_13,0.0024290071
HCU_M_17_AnsVal,SF-36_23,0.002428938
HCU_12_AnsVal,SF-36_3,0.0024273058
RH_3,HC_38_8,0.0024272135
GH_25-28_4,HC_37_8,0.0024270224
RH_5A_4,SF-36_28,0.0024268482
GH_44-48_5,HC_38_11,0.0024249225
RH_F_9A_F_4_AnsVal,HC_38_1,0.002423905
HCU_F_23A_AnsVal,SF-36_9,0.0024236224
HCU_28A-E_A_AnsVal,HC_37_2,0.0024217978
GH_44-48_4,HC_37_3,0.0024203416
MJM_1A,HC_37_6,0.0024192931
HCU_13_5,HC_38_12,0.0024187566
HCU_31_AnsText,HC_37_3,0.0024177812
AUDIT-C_15,SF-36_31,0.0024174329
HCU_F_19,SF-36_16,0.0024171417
KW_52-55_4_AnsVal,SF-36_14,0.0024165494
MJM_2A,HC_37_2,0.0024161807
GH_37-41_5,SF-36_28,0.0024160519
RH_5A_7,HC_38_3,0.0024157297
GH_37-41_3,HC_38_10,0.00241534
MW_15-18_3_AnsVal,SF-36_6,0.0024139437
MW_15-18_3_AnsVal,SF-36_7,0.0024136894
DIET_23,HC_38_5,0.0024136689
MJM_5A_6_AnsVal,SF-36_18,0.0024130403
DIET_27_32_3_AnsVal,HC_38_2,0.0024115054
MEDS_5A_AnsVal,HC_38_3,0.0024103643
MEDS_3C_AnsVal,SF-36_26,0.002410319
MJM_5A_6_AnsVal,HC_37_5,0.0024096805
HCU_3_1,SF-36_12,0.0024064955
GH_90B_AnsVal,SF-36_14,0.0024058911
OC_4B,HC_38_16,0.0024054478
GH_87-89_2,HC_38_15,0.002405354
MJM_5B,HC_38_10,0.002404192
MEDS_2_AnsVal,SF-36_16,0.0024013839
GH_36-D_4,SF-36_15,0.0024007609
GH_19-A_2,SF-36_9,0.0024006003
HCU_7_AnsVal,HC_37_5,0.0024005974
RH_F_9A_F_2_AnsVal,SF-36_35,0.0024001949
MEDS_3A_AnsVal,SF-36_12,0.0023988728
GH_8-B_1,SF-36_15,0.0023985781
GH_8-B_4,SF-36_15,0.0023985781
DIET_18-20_1,SF-36_30,0.0023983931
RH_3A,SF-36_23,0.0023982746
GH_65-68_1,SF-36_19,0.0023977569
GH_1-7_5,HC_38_3,0.0023963151
GH_20-A_2,SF-36_28,0.0023960875
MJM_1D_3-5_1_AnsVal,HC_38_9,0.0023958169
AUDIT-C_11-14_D_AnsVal,HC_38_4,0.0023957163
RH_5A_5,SF-36_25,0.0023935598
GH_M_60-64_3,HC_38_10,0.0023923445
GH_73-78_7,HC_37_9,0.0023911607
GH_73-78_4,HC_38_12,0.0023884763
HCU_8_AnsVal,SF-36_28,0.0023882526
GH_F_58A_AnsVal,HC_38_13,0.0023874711
KW_39-42_4_AnsVal,SF-36_11,0.0023868389
GH_19-A_1,HC_38_2,0.0023861979
GH_19-A_3,HC_38_2,0.0023861979
LTEQ_4,SF-36_15,0.0023837814
DEM_RACE_9_1,HC_38_12,0.0023828359
GH_65-68_4,HC_37_8,0.0023827979
KW_47-51_3_AnsVal,HC_37_8,0.0023826675
GH_1-7_8,HC_37_4,0.0023824667
OC_4A_AnsVal,SF-36_3,0.0023820693
RH_5A_6,SF-36_36,0.0023818628
DEM_EMPL_4_AnsVal,HC_38_5,0.0023818283
GH_42A-43_1,HC_38_11,0.00238056
GH_42A-43_4,HC_38_11,0.00238056
GH_8-B_1,HC_37_9,0.0023783003
GH_8-B_4,HC_37_9,0.0023783003
HCU_2_AnsVal,HC_38_2,0.0023764798
MW_15-18_3_AnsVal,SF-36_11,0.0023759759
GH_25-28_1,HC_37_8,0.0023754329
GH_49-C_2,SF-36_27,0.0023752187
RH_5A_1,SF-36_34,0.0023742844
MJM_1A,HC_38_8,0.0023731786
GH_9-14_7,HC_37_1,0.0023730919
GH_73-78_6,SF-36_25,0.0023725016
RH_5A_3,HC_37_5,0.0023723213
HCU_24,SF-36_11,0.0023719724
MJM_4A_2,SF-36_35,0.0023717008
HCU_13_4,SF-36_17,0.0023708426
GH_37-41_2,HC_37_3,0.0023703946
HCU_30_AnsText,HC_38_4,0.0023701137
RH_6,HC_38_5,0.0023688449
GH_8-B_2,HC_37_9,0.0023686731
GH_44-48_1,HC_38_4,0.0023680006
MEDS_3A_AnsVal,HC_38_16,0.0023675287
GH_90B_AnsVal,HC_38_11,0.0023673794
KW_39-42_2_AnsVal,HC_38_5,0.0023672104
AUDIT-C_11-14_B_AnsVal,SF-36_11,0.0023665188
GH_19-A_1,HC_38_12,0.0023656824
GH_19-A_3,HC_38_12,0.0023656824
AUDIT-C_10A,SF-36_4,0.0023656466
HCU_3_2,SF-36_31,0.0023656066
CTXD_29-33_4_AnsVal,HC_38_12,0.0023655175
MEDS_1A_AnsVal,SF-36_9,0.0023639994
RH_3B,HC_38_3,0.0023631204
MJM_5A_6_AnsVal,HC_38_5,0.0023621978
MJM_5A_6_AnsVal,SF-36_17,0.0023620405
RH_8a_1_AnsVal,HC_38_10,0.0023618896
MJM_3C_1,HC_38_13,0.0023604157
HCU_3_3,HC_37_5,0.0023601159
GH_9-14_4,SF-36_10,0.0023600936
HC_38_17_AnsVal,HC_37_5,0.0023587186
BPI_1,HC_38_2,0.0023584734
HCU_M_16,HC_37_3,0.0023582257
RH_M_9G_L_1_AnsVal,HC_37_3,0.0023575019
CTXD_47-49_2_AnsVal,HC_38_14,0.0023569861
KW_39-42_1_AnsVal,HC_38_16,0.0023568411
GH_29-33_1,SF-36_16,0.0023566369
MJM_2A,HC_38_11,0.0023546556
MEDS_2_AnsVal,HC_38_4,0.0023546479
HCU_11_5,SF-36_15,0.0023545318
AUDIT-C_10A,HC_38_1,0.0023538977
HCU_31_AnsVal,HC_38_5,0.002352996
MW_15-18_2_AnsVal,HC_38_2,0.0023509882
HCU_28A-E_C_AnsVal,SF-36_17,0.0023503695
